Date,Entry Time,Exit Time,Type,Strike,Opt Buy,Opt Sell,Nifty Entry,Nifty Exit,EMA5 Entry,EMA13 Entry,PnL,Balance,Reason
2025-12-26,13:37:00,13:37:03,CE,NSE-NIFTY-30Dec25-26050-CE,73.05,72.75,26047.7,26045.85,26046.53,26046.34,-22.5,9685.0,REVERSAL
2025-12-26,13:37:26,13:37:32,CE,NSE-NIFTY-30Dec25-26050-CE,73.0,73.15,26047.15,26045.8,26046.35,26046.26,11.25,9696.25,REVERSAL
2025-12-26,13:37:44,13:37:49,CE,NSE-NIFTY-30Dec25-26050-CE,72.6,72.6,26047.55,26045.85,26046.48,26046.32,0.0,9696.25,REVERSAL
2025-12-26,13:38:07,13:38:12,CE,NSE-NIFTY-30Dec25-26050-CE,73.2,73.15,26047.2,26046.4,26046.36,26046.27,-3.75,9692.5,REVERSAL
2025-12-26,13:38:17,13:38:26,CE,NSE-NIFTY-30Dec25-26050-CE,73.3,73.15,26048.7,26045.6,26046.86,26046.48,-11.25,9681.25,REVERSAL
2025-12-26,13:38:39,13:38:43,CE,NSE-NIFTY-30Dec25-26050-CE,74.0,74.45,26047.0,26046.25,26046.3,26046.24,33.75,9715.0,REVERSAL
2025-12-26,13:38:46,13:40:29,CE,NSE-NIFTY-30Dec25-26050-CE,74.55,73.1,26047.35,26045.45,26046.41,26046.29,-108.75,9606.25,REVERSAL
2025-12-26,13:40:33,13:40:38,PE,NSE-NIFTY-30Dec25-26050-PE,60.5,60.8,26045.6,26046.0,26046.22,26046.23,22.5,9628.75,REVERSAL
2025-12-26,13:40:42,13:41:16,PE,NSE-NIFTY-30Dec25-26050-PE,61.1,60.5,26044.9,26046.35,26045.99,26046.13,-45.0,9583.75,REVERSAL
2025-12-26,13:41:19,13:41:37,PE,NSE-NIFTY-30Dec25-26050-PE,60.4,60.6,26044.85,26045.75,26045.97,26046.13,15.0,9598.75,REVERSAL
2025-12-26,13:41:41,13:42:08,PE,NSE-NIFTY-30Dec25-26050-PE,60.55,59.9,26044.6,26046.35,26045.89,26046.09,-48.75,9550.0,REVERSAL
2025-12-26,13:42:13,13:42:16,PE,NSE-NIFTY-30Dec25-26050-PE,59.9,60.0,26044.45,26045.8,26045.84,26046.07,7.5,9557.5,REVERSAL
2025-12-26,13:42:21,13:43:09,PE,NSE-NIFTY-30Dec25-26050-PE,60.3,60.2,26045.6,26046.85,26046.22,26046.23,-7.5,9550.0,REVERSAL
2025-12-26,13:43:19,13:43:23,PE,NSE-NIFTY-30Dec25-26050-PE,60.0,60.05,26045.35,26046.9,26046.14,26046.2,3.75,9553.75,REVERSAL
2025-12-26,13:43:32,13:43:37,PE,NSE-NIFTY-30Dec25-26050-PE,59.5,59.6,26045.6,26046.05,26046.22,26046.23,7.5,9561.25,REVERSAL
2025-12-26,13:54:00,13:54:50,PE,NSE-NIFTY-30Dec25-26050-PE,63.15,63.3,26042.05,26044.35,26045.89,26046.29,11.25,9572.5,REVERSAL
2025-12-26,13:55:02,13:56:28,PE,NSE-NIFTY-30Dec25-26050-PE,62.7,62.8,26044.7,26046.7,26046.03,26046.36,7.5,9580.0,REVERSAL
2025-12-26,13:56:31,13:57:00,PE,NSE-NIFTY-30Dec25-26050-PE,63.1,62.55,26046.05,26046.65,26046.48,26046.55,-41.25,9538.75,REVERSAL
2025-12-26,13:57:03,13:57:07,PE,NSE-NIFTY-30Dec25-26050-PE,62.35,62.15,26045.45,26046.6,26046.28,26046.47,-15.0,9523.75,REVERSAL
2025-12-26,13:57:11,13:57:15,PE,NSE-NIFTY-30Dec25-26050-PE,62.7,62.2,26045.9,26046.45,26046.43,26046.53,-37.5,9486.25,REVERSAL
2025-12-26,14:06:12,14:06:16,PE,NSE-NIFTY-30Dec25-26050-PE,60.4,60.65,26043.1,26045.65,26046.6,26046.81,18.75,9505.0,REVERSAL
2025-12-26,14:07:18,14:08:02,PE,NSE-NIFTY-30Dec25-26050-PE,61.3,60.75,26043.7,26044.35,26046.8,26046.9,-41.25,9463.75,REVERSAL
2025-12-26,14:08:10,14:08:15,PE,NSE-NIFTY-30Dec25-26050-PE,61.1,61.1,26043.9,26044.9,26046.87,26046.93,0.0,9463.75,REVERSAL
2025-12-26,14:08:19,14:11:07,PE,NSE-NIFTY-30Dec25-26050-PE,61.2,64.05,26043.65,26038.6,26046.79,26046.89,213.75,9677.5,STOP/TRAIL
2025-12-26,15:00:00,15:00:05,CE,NSE-NIFTY-30Dec25-26050-CE,70.55,71.6,26040.5,26039.1,26030.54,26030.34,78.75,9756.25,REVERSAL
2025-12-26,15:00:08,15:00:24,CE,NSE-NIFTY-30Dec25-26050-CE,71.8,70.8,26040.05,26039.0,26030.39,26030.28,-75.0,9681.25,REVERSAL
2025-12-26,15:00:32,15:00:49,CE,NSE-NIFTY-30Dec25-26050-CE,71.45,71.4,26040.9,26039.4,26030.67,26030.4,-3.75,9677.5,REVERSAL
2025-12-26,15:00:52,15:01:01,CE,NSE-NIFTY-30Dec25-26050-CE,71.45,70.45,26039.95,26036.9,26030.35,26030.27,-75.0,9602.5,REVERSAL
2025-12-26,15:01:11,15:01:14,CE,NSE-NIFTY-30Dec25-26050-CE,71.45,71.1,26040.65,26038.35,26030.59,26030.37,-26.25,9576.25,REVERSAL
2025-12-26,15:01:45,15:01:55,CE,NSE-NIFTY-30Dec25-26050-CE,72.3,72.1,26040.45,26039.2,26030.52,26030.34,-15.0,9561.25,REVERSAL
2025-12-26,15:02:11,15:03:43,CE,NSE-NIFTY-30Dec25-26050-CE,71.15,72.1,26040.45,26039.2,26030.52,26030.34,71.25,9632.5,REVERSAL
2025-12-26,15:03:46,15:04:02,CE,NSE-NIFTY-30Dec25-26050-CE,72.15,71.9,26040.1,26039.25,26030.4,26030.29,-18.75,9613.75,REVERSAL
2025-12-26,15:04:06,15:04:54,CE,NSE-NIFTY-30Dec25-26050-CE,72.1,72.05,26039.6,26039.15,26030.24,26030.22,-3.75,9610.0,REVERSAL
