Date,Time,Type,Strike,Nifty_Ref,Buy_Price,Sell_Price,Gross_PnL,Net_PnL,Balance,Reason
2025-12-05,14:25,PE,NSE-NIFTY-09Dec25-26150-PE,26164.2,63.35,59.35,-300.0,-350.0,8565.0,SL/TRAIL
2025-12-05,14:35,PE,NSE-NIFTY-09Dec25-26150-PE,26152.4,67.4,63.4,-300.0,-350.0,8215.0,SL/TRAIL
2025-12-08,10:35,PE,NSE-NIFTY-09Dec25-26100-PE,26085.8,65.15,61.15,-300.0,-350.0,7865.0,SL/TRAIL
2025-12-08,10:50,PE,NSE-NIFTY-09Dec25-26100-PE,26084.4,65.5,61.5,-300.0,-350.0,7515.0,SL/TRAIL
2025-12-08,11:00,PE,NSE-NIFTY-09Dec25-26050-PE,26070.8,50.15,49.3,-63.75,-113.75,7401.25,SL/TRAIL
2025-12-08,11:55,PE,NSE-NIFTY-09Dec25-26050-PE,26061.7,47.25,48.8,116.25,66.25,7467.5,SL/TRAIL
2025-12-08,12:30,PE,NSE-NIFTY-09Dec25-26050-PE,26027.2,59.55,62.85,247.5,197.5,7665.0,SL/TRAIL
2025-12-09,11:00,CE,NSE-NIFTY-09Dec25-25850-CE,25830.3,42.85,38.85,-300.0,-350.0,7315.0,SL/TRAIL
2025-12-09,12:00,CE,NSE-NIFTY-09Dec25-25850-CE,25863.5,51.3,58.7,555.0,505.0,7820.0,SL/TRAIL
2025-12-09,13:20,PE,NSE-NIFTY-09Dec25-25900-PE,25878.6,46.75,51.15,330.0,280.0,8100.0,SL/TRAIL
2025-12-09,13:25,CE,NSE-NIFTY-09Dec25-25900-CE,25879.6,23.05,27.3,318.75,268.75,8368.75,SL/TRAIL
2025-12-09,14:20,PE,NSE-NIFTY-09Dec25-25850-PE,25859.6,18.05,39.65,1620.0,1570.0,9938.75,SL/TRAIL
2025-12-10,10:55,PE,NSE-NIFTY-16Dec25-25850-PE,25859.8,109.25,120.75,862.5,812.5,10751.25,SL/TRAIL
2025-12-10,11:25,PE,NSE-NIFTY-16Dec25-25850-PE,25861.2,111.6,110.75,-63.75,-113.75,10637.5,SL/TRAIL
2025-12-10,13:20,CE,NSE-NIFTY-16Dec25-25850-CE,25827.4,129.35,125.35,-300.0,-350.0,10287.5,SL/TRAIL
2025-12-10,14:00,PE,NSE-NIFTY-16Dec25-25800-PE,25796.8,116.55,126.95,780.0,730.0,11017.5,SL/TRAIL
2025-12-10,14:55,PE,NSE-NIFTY-16Dec25-25750-PE,25746.9,111.05,111.8,56.25,6.25,11023.75,SL/TRAIL
2025-12-11,11:10,PE,NSE-NIFTY-16Dec25-25800-PE,25778.2,103.6,99.6,-300.0,-350.0,10673.75,SL/TRAIL
2025-12-11,11:20,CE,NSE-NIFTY-16Dec25-25850-CE,25813.6,116.65,118.0,101.25,51.25,10725.0,SL/TRAIL
2025-12-11,13:10,PE,NSE-NIFTY-16Dec25-25850-PE,25849.8,92.65,88.65,-300.0,-350.0,10375.0,SL/TRAIL
2025-12-11,13:40,CE,NSE-NIFTY-16Dec25-25900-CE,25882.6,114.3,110.3,-300.0,-350.0,10025.0,SL/TRAIL
2025-12-11,14:15,PE,NSE-NIFTY-16Dec25-25850-PE,25863.2,84.7,80.7,-300.0,-350.0,9675.0,SL/TRAIL
2025-12-12,10:25,PE,NSE-NIFTY-16Dec25-25950-PE,25958.2,84.9,86.8,142.5,92.5,9767.5,SL/TRAIL
2025-12-12,11:15,CE,NSE-NIFTY-16Dec25-26000-CE,25991.7,99.35,95.35,-300.0,-350.0,9417.5,SL/TRAIL
2025-12-12,12:55,CE,NSE-NIFTY-16Dec25-26000-CE,26022.6,108.2,104.2,-300.0,-350.0,9067.5,SL/TRAIL
2025-12-12,13:15,CE,NSE-NIFTY-16Dec25-26050-CE,26035.2,86.8,82.8,-300.0,-350.0,8717.5,SL/TRAIL
2025-12-12,13:35,PE,NSE-NIFTY-16Dec25-26000-PE,26016.2,69.0,65.0,-300.0,-350.0,8367.5,SL/TRAIL
2025-12-15,11:30,CE,NSE-NIFTY-16Dec25-26000-CE,25991.2,64.25,60.25,-300.0,-350.0,8017.5,SL/TRAIL
2025-12-15,11:45,PE,NSE-NIFTY-16Dec25-25950-PE,25971.2,59.85,55.85,-300.0,-350.0,7667.5,SL/TRAIL
2025-12-15,11:50,CE,NSE-NIFTY-16Dec25-26000-CE,25996.3,65.5,76.6,832.5,782.5,8450.0,SL/TRAIL
2025-12-15,13:50,CE,NSE-NIFTY-16Dec25-26050-CE,26032.8,56.1,52.1,-300.0,-350.0,8100.0,SL/TRAIL
2025-12-15,14:10,PE,NSE-NIFTY-16Dec25-26000-PE,26005.8,58.15,54.15,-300.0,-350.0,7750.0,SL/TRAIL
2025-12-16,10:40,PE,NSE-NIFTY-16Dec25-25900-PE,25905.1,38.0,34.0,-300.0,-350.0,7400.0,SL/TRAIL
2025-12-16,11:15,PE,NSE-NIFTY-16Dec25-25900-PE,25898.2,37.85,33.85,-300.0,-350.0,7050.0,SL/TRAIL
2025-12-16,11:25,PE,NSE-NIFTY-16Dec25-25900-PE,25898.6,38.45,34.45,-300.0,-350.0,6700.0,SL/TRAIL
2025-12-16,11:35,PE,NSE-NIFTY-16Dec25-25900-PE,25889.8,41.95,46.6,348.75,298.75,6998.75,SL/TRAIL
2025-12-16,12:00,PE,NSE-NIFTY-16Dec25-25900-PE,25876.3,43.85,39.85,-300.0,-350.0,6648.75,SL/TRAIL
2025-12-17,11:25,PE,NSE-NIFTY-23Dec25-25750-PE,25829.0,73.55,75.05,112.5,62.5,6711.25,SL/TRAIL
2025-12-17,11:50,CE,NSE-NIFTY-23Dec25-25950-CE,25845.2,86.9,82.9,-300.0,-350.0,6361.25,SL/TRAIL
2025-12-17,12:00,PE,NSE-NIFTY-23Dec25-25750-PE,25817.0,76.55,79.95,255.0,205.0,6566.25,SL/TRAIL
2025-12-17,12:25,PE,NSE-NIFTY-23Dec25-25750-PE,25795.8,83.8,83.2,-45.0,-95.0,6471.25,SL/TRAIL
2025-12-17,12:55,PE,NSE-NIFTY-23Dec25-25750-PE,25789.0,84.6,80.6,-300.0,-350.0,6121.25,SL/TRAIL
