Time,Spot_LTP,EMA13_Trend,RSI,Fut_LTP,VWAP,OI_Chg,Status,Reason
2025-12-15 10:42:00,25963.05,25959.04,71,26041.9,26028.63,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 71)
2025-12-15 10:43:00,25966.8,25959.04,71,26051.7,26028.68,-66,SKIP,Over Budget
2025-12-15 10:44:00,25968.15,25959.04,71,26052.6,26028.72,0,SCAN,No Short Covering
2025-12-15 10:45:00,25970.6,25963.4,72,26055.7,26028.85,0,SCAN,No Short Covering
2025-12-15 10:46:00,25969.3,25963.4,72,26052.1,26028.9,-10,SKIP,Over Budget
2025-12-15 10:47:00,25975.15,25963.4,72,26057.0,26028.95,0,SCAN,No Short Covering
2025-12-15 10:48:00,25985.75,25963.4,72,26069.1,26029.36,0,SCAN,No Short Covering
2025-12-15 10:49:00,25989.6,25963.4,72,26070.0,26029.94,-128,SKIP,Over Budget
2025-12-15 10:50:00,25985.1,25967.54,79,26064.0,26030.1,0,SCAN,No Short Covering
2025-12-15 10:51:00,25987.2,25967.54,79,26068.8,26030.24,0,SCAN,No Short Covering
2025-12-15 10:52:00,25988.55,25967.54,79,26070.8,26030.41,-147,SKIP,Over Budget
2025-12-15 10:53:00,25990.3,25967.54,79,26069.9,26030.66,0,SCAN,No Short Covering
2025-12-15 10:54:00,25992.35,25967.54,79,26073.0,26030.75,0,SCAN,No Short Covering
2025-12-15 10:55:00,25995.85,25970.35,72,26075.4,26030.91,-54,SKIP,Over Budget
2025-12-15 10:56:00,25990.45,25970.35,72,26063.0,26031.43,0,SCAN,No Short Covering
2025-12-15 10:57:00,25989.3,25970.35,72,26068.4,26031.75,0,SCAN,No Short Covering
2025-12-15 10:58:00,25990.0,25970.35,72,26067.6,26031.9,-267,SCAN,Waiting
2025-12-15 10:59:00,25987.25,25970.35,72,26064.7,26032.0,0,SCAN,No Short Covering
2025-12-15 11:00:00,25988.05,25972.85,72,26067.5,26032.15,0,SCAN,No Short Covering
2025-12-15 11:01:00,25989.85,25972.85,72,26071.9,26032.23,-135,SKIP,Over Budget
2025-12-15 11:02:00,25989.65,25972.85,72,26069.0,26032.29,0,SCAN,No Short Covering
2025-12-15 11:03:00,25982.3,25972.85,72,26063.0,26032.39,0,SCAN,No Short Covering
2025-12-15 11:04:00,25987.85,25972.85,72,26067.5,26032.46,-53,SKIP,Over Budget
2025-12-15 11:05:00,25984.15,25973.5,61,26062.0,26032.5,0,SCAN,No Short Covering
2025-12-15 11:06:00,25983.4,25973.5,61,26058.2,26032.58,0,SCAN,No Short Covering
2025-12-15 11:07:00,25981.55,25973.5,61,26062.0,26032.63,-119,SCAN,Waiting
2025-12-15 11:08:00,25978.0,25973.5,61,26057.6,26032.65,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 61)
2025-12-15 11:09:00,25977.35,25973.5,61,26055.1,26032.71,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 61)
2025-12-15 11:10:00,25978.25,25974.56,62,26052.2,26032.75,-9,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 62)
2025-12-15 11:11:00,25982.3,25974.56,62,26060.0,26032.76,0,SCAN,No Short Covering
2025-12-15 11:12:00,25980.15,25974.56,62,26060.0,26032.84,0,SCAN,No Short Covering
2025-12-15 11:13:00,25980.9,25974.56,62,26057.0,26032.86,-20,SKIP,Over Budget
2025-12-15 11:14:00,25980.95,25974.56,62,26061.4,26032.89,0,SCAN,No Short Covering
2025-12-15 11:15:00,25978.65,25974.82,62,26059.0,26032.93,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 62)
2025-12-15 11:16:00,25978.1,25974.82,62,26059.0,26032.96,-24,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 62)
2025-12-15 11:17:00,25979.0,25974.82,62,26060.0,26032.99,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 62)
2025-12-15 11:18:00,25980.95,25974.82,62,26063.0,26033.02,0,SCAN,No Short Covering
2025-12-15 11:19:00,25976.4,25974.82,62,26057.3,26033.12,-1,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 62)
2025-12-15 11:20:00,25973.1,25975.06,57,26053.0,26033.21,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 57)
2025-12-15 11:21:00,25969.85,25975.06,57,26052.1,26033.24,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 57)
2025-12-15 11:22:00,25973.15,25975.06,57,26057.3,26033.28,-194,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 57)
2025-12-15 11:23:00,25971.2,25975.06,57,26053.0,26033.31,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 57)
2025-12-15 11:24:00,25976.45,25975.06,57,26058.0,26033.34,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 57)
2025-12-15 11:25:00,25981.5,25977.43,60,26062.3,26033.39,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 60)
2025-12-15 11:26:00,25981.1,25977.43,60,26066.5,26033.42,-61,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 60)
2025-12-15 11:27:00,25988.35,25977.43,60,26074.0,26033.5,0,SCAN,No Short Covering
2025-12-15 11:28:00,25993.0,25977.43,60,26080.0,26034.7,-38,SKIP,Over Budget
2025-12-15 11:29:00,25991.7,25977.43,60,26075.0,26035.07,0,SCAN,No Short Covering
2025-12-15 11:30:00,25987.6,25976.06,49,26070.0,26035.18,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 11:31:00,25987.15,25976.06,49,26073.0,26035.21,-75,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 11:32:00,25984.15,25976.06,49,26066.3,26035.27,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 11:33:00,25977.45,25976.06,49,26060.0,26035.62,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 11:34:00,25967.8,25976.06,49,26047.0,26035.72,-21,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 11:35:00,25963.05,25975.2,47,26045.1,26035.84,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 47)
2025-12-15 11:36:00,25965.65,25975.2,47,26042.6,26035.98,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 47)
2025-12-15 11:37:00,25967.25,25975.2,47,26050.0,26035.99,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 47)
2025-12-15 11:38:00,25975.0,25975.2,47,26049.0,26036.02,137,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 47)
2025-12-15 11:39:00,25970.05,25975.2,47,26049.3,26036.03,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 47)
2025-12-15 11:40:00,25973.05,25974.6,48,26050.0,26036.06,-59,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 48)
2025-12-15 11:41:00,25971.35,25974.6,48,26047.0,26036.07,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 48)
2025-12-15 11:42:00,25967.45,25974.6,48,26047.0,26036.07,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 48)
2025-12-15 11:43:00,25967.15,25974.6,48,26046.3,26036.09,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 48)
2025-12-15 11:44:00,25971.0,25974.6,48,26047.2,26036.1,-21,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 48)
2025-12-15 11:45:00,25974.8,25977.64,65,26054.1,26036.12,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 65)
2025-12-15 11:46:00,25976.35,25977.64,65,26057.0,26036.14,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 65)
2025-12-15 11:47:00,25979.05,25977.64,65,26058.0,26036.17,-31,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 65)
2025-12-15 11:48:00,25992.45,25977.64,65,26077.0,26036.31,0,SCAN,No Short Covering
2025-12-15 11:49:00,25995.85,25977.64,65,26079.9,26036.48,0,SCAN,No Short Covering
2025-12-15 11:50:00,25999.65,25981.91,65,26087.9,26036.96,-58,SKIP,Over Budget
2025-12-15 11:51:00,26008.0,25981.91,65,26092.0,26037.8,0,SCAN,No Short Covering
2025-12-15 11:52:00,26013.75,25981.91,65,26099.9,26039.29,0,SCAN,No Short Covering
2025-12-15 11:53:00,26008.6,25981.91,65,26095.1,26039.76,-586,SKIP,Over Budget
2025-12-15 11:54:00,26007.55,25981.91,65,26099.9,26039.96,0,SCAN,No Short Covering
2025-12-15 11:55:00,26009.55,25986.79,61,26100.0,26040.51,0,SCAN,No Short Covering
2025-12-15 11:56:00,26011.8,25986.79,61,26102.9,26040.84,-65,SKIP,Over Budget
2025-12-15 11:57:00,26015.7,25986.79,61,26108.0,26041.94,0,SCAN,No Short Covering
2025-12-15 11:58:00,26018.45,25986.79,61,26109.0,26042.47,0,SCAN,No Short Covering
2025-12-15 11:59:00,26016.1,25986.79,61,26108.5,26042.99,-333,SKIP,Over Budget
2025-12-15 12:00:00,26016.0,25990.54,59,26103.0,26043.65,0,SCAN,No Short Covering
2025-12-15 12:01:00,26012.8,25990.54,59,26105.0,26043.8,0,SCAN,No Short Covering
2025-12-15 12:02:00,26012.65,25990.54,59,26106.0,26043.98,-133,SCAN,Waiting
2025-12-15 12:03:00,26014.45,25990.54,59,26108.0,26044.09,0,SCAN,No Short Covering
2025-12-15 12:04:00,26013.05,25990.54,59,26102.0,26044.24,0,SCAN,No Short Covering
2025-12-15 12:05:00,26010.35,25994.68,63,26102.0,26044.3,31,SCAN,No Short Covering
2025-12-15 12:06:00,26019.15,25994.68,63,26107.0,26045.04,0,SCAN,No Short Covering
2025-12-15 12:07:00,26021.3,25994.68,63,26111.9,26046.07,0,SCAN,No Short Covering
2025-12-15 12:08:00,26021.5,25994.68,63,26109.8,26046.19,77,SCAN,No Short Covering
2025-12-15 12:09:00,26019.5,25994.68,63,26106.1,26046.28,0,SCAN,No Short Covering
2025-12-15 12:10:00,26017.8,25998.09,63,26105.0,26046.38,0,SCAN,No Short Covering
2025-12-15 12:11:00,26017.2,25998.09,63,26106.9,26046.47,36,SCAN,No Short Covering
2025-12-15 12:12:00,26016.8,25998.09,63,26102.1,26046.57,0,SCAN,No Short Covering
2025-12-15 12:13:00,26017.75,25998.09,63,26102.5,26046.9,0,SCAN,No Short Covering
2025-12-15 12:14:00,26018.55,25998.09,63,26110.0,26047.19,262,SCAN,No Short Covering
2025-12-15 12:15:00,26018.0,26000.46,66,26103.5,26047.39,0,SCAN,No Short Covering
2025-12-15 12:16:00,26018.25,26000.46,66,26109.0,26047.45,0,SCAN,No Short Covering
2025-12-15 12:17:00,26019.85,26000.46,66,26111.0,26047.52,34,SCAN,No Short Covering
2025-12-15 12:18:00,26015.95,26000.46,66,26103.0,26047.57,0,SCAN,No Short Covering
2025-12-15 12:19:00,26014.7,26000.46,66,26100.0,26047.62,0,SCAN,No Short Covering
2025-12-15 12:20:00,26021.85,26003.74,68,26107.0,26047.67,27,SCAN,No Short Covering
2025-12-15 12:21:00,26022.1,26003.74,68,26103.0,26047.76,0,SCAN,No Short Covering
2025-12-15 12:22:00,26023.2,26003.74,68,26110.0,26047.82,0,SCAN,No Short Covering
2025-12-15 12:23:00,26025.05,26003.74,68,26109.0,26047.9,42,SCAN,No Short Covering
2025-12-15 12:24:00,26023.4,26003.74,68,26106.6,26047.95,0,SCAN,No Short Covering
2025-12-15 12:25:00,26023.7,26005.86,68,26110.0,26048.04,0,SCAN,No Short Covering
2025-12-15 12:26:00,26018.0,26005.86,68,26103.4,26048.14,-9,SCAN,Waiting
2025-12-15 12:27:00,26014.3,26005.86,68,26098.0,26048.29,0,SCAN,No Short Covering
2025-12-15 12:28:00,26015.55,26005.86,68,26101.0,26048.35,0,SCAN,No Short Covering
2025-12-15 12:29:00,26018.6,26005.86,68,26102.8,26048.45,-17,SKIP,Over Budget
2025-12-15 12:30:00,26021.1,26008.68,70,26107.0,26048.52,0,SCAN,No Short Covering
2025-12-15 12:31:00,26023.2,26008.68,70,26110.0,26048.61,0,SCAN,No Short Covering
2025-12-15 12:32:00,26024.3,26008.68,70,26108.7,26048.65,-282,SKIP,Over Budget
2025-12-15 12:33:00,26024.8,26008.68,70,26111.9,26048.71,0,SCAN,No Short Covering
2025-12-15 12:34:00,26025.6,26008.68,70,26114.0,26048.81,0,SCAN,No Short Covering
2025-12-15 12:35:00,26025.85,26010.61,63,26111.3,26048.92,0,SCAN,No Short Covering
2025-12-15 12:36:00,26028.15,26010.61,63,26117.0,26049.05,0,SCAN,No Short Covering
2025-12-15 12:37:00,26021.55,26010.61,63,26101.7,26049.11,0,SCAN,No Short Covering
2025-12-15 12:38:00,26021.3,26010.61,63,26106.0,26049.15,39,SCAN,No Short Covering
2025-12-15 12:39:00,26022.2,26010.61,63,26105.0,26049.16,0,SCAN,No Short Covering
2025-12-15 12:40:00,26021.1,26010.55,71,26105.0,26049.23,0,SCAN,No Short Covering
2025-12-15 12:41:00,26015.8,26010.55,71,26097.0,26049.32,9,SCAN,No Short Covering
2025-12-15 12:42:00,26009.05,26010.55,71,26095.0,26049.43,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 71)
2025-12-15 12:43:00,26011.7,26010.55,71,26092.1,26049.48,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 71)
2025-12-15 12:44:00,26010.15,26010.55,71,26097.0,26049.51,-30,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 71)
2025-12-15 12:45:00,26006.7,26010.81,71,26091.0,26049.58,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 71)
2025-12-15 12:46:00,26007.15,26010.81,71,26091.5,26049.66,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 71)
2025-12-15 12:47:00,26006.4,26010.81,71,26091.0,26049.7,-22,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 71)
2025-12-15 12:48:00,26011.4,26010.81,71,26097.0,26049.75,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 71)
2025-12-15 12:49:00,26012.4,26010.81,71,26100.0,26049.81,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 71)
2025-12-15 12:50:00,26016.25,26011.32,71,26104.8,26049.85,8,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 71)
2025-12-15 12:51:00,26017.35,26011.32,71,26100.8,26049.86,0,SCAN,No Short Covering
2025-12-15 12:52:00,26019.2,26011.32,71,26103.0,26049.93,0,SCAN,No Short Covering
2025-12-15 12:53:00,26017.55,26011.32,71,26101.0,26049.99,-9,SKIP,Over Budget
2025-12-15 12:54:00,26014.35,26011.32,71,26102.0,26050.03,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 71)
2025-12-15 12:55:00,26015.6,26011.99,63,26103.9,26050.06,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 63)
2025-12-15 12:56:00,26010.0,26011.99,63,26090.0,26050.2,-19,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 63)
2025-12-15 12:57:00,26010.65,26011.99,63,26094.0,26050.24,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 63)
2025-12-15 12:58:00,26012.0,26011.99,63,26095.3,26050.29,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 63)
2025-12-15 12:59:00,26016.0,26011.99,63,26103.0,26050.34,27,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 63)
2025-12-15 13:00:00,26021.05,26013.82,61,26107.4,26050.47,0,SCAN,No Short Covering
2025-12-15 13:01:00,26017.45,26013.82,61,26100.2,26050.51,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 61)
2025-12-15 13:02:00,26017.4,26013.82,61,26100.0,26050.53,9,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 61)
2025-12-15 13:03:00,26021.55,26013.82,61,26105.0,26050.62,0,SCAN,No Short Covering
2025-12-15 13:04:00,26024.8,26013.82,61,26106.5,26050.66,0,SCAN,No Short Covering
2025-12-15 13:05:00,26028.8,26016.19,60,26119.0,26050.88,33,SCAN,No Short Covering
2025-12-15 13:06:00,26029.55,26016.19,60,26117.4,26050.98,0,SCAN,No Short Covering
2025-12-15 13:07:00,26030.95,26016.19,60,26113.0,26051.02,0,SCAN,No Short Covering
2025-12-15 13:08:00,26033.2,26016.19,60,26119.3,26051.14,-15,SKIP,Over Budget
2025-12-15 13:09:00,26030.45,26016.19,60,26116.6,26051.19,0,SCAN,No Short Covering
2025-12-15 13:10:00,26034.05,26019.89,68,26117.0,26051.27,0,SCAN,No Short Covering
2025-12-15 13:11:00,26033.2,26019.89,68,26114.8,26051.3,6,SCAN,No Short Covering
2025-12-15 13:12:00,26033.95,26019.89,68,26118.0,26051.4,0,SCAN,No Short Covering
2025-12-15 13:13:00,26038.55,26019.89,68,26119.8,26051.43,0,SCAN,No Short Covering
2025-12-15 13:14:00,26042.1,26019.89,68,26125.2,26051.86,8,SCAN,No Short Covering
2025-12-15 13:15:00,26040.9,26021.61,57,26124.5,26052.28,0,SCAN,No Short Covering
2025-12-15 13:16:00,26040.35,26021.61,57,26125.6,26052.37,0,SCAN,No Short Covering
2025-12-15 13:17:00,26037.7,26021.61,57,26123.3,26052.49,5,SCAN,No Short Covering
2025-12-15 13:18:00,26034.8,26021.61,57,26118.9,26052.54,0,SCAN,No Short Covering
2025-12-15 13:19:00,26031.9,26021.61,57,26110.0,26052.65,0,SCAN,No Short Covering
2025-12-15 13:20:00,26029.95,26023.52,59,26113.0,26052.7,32,SCAN,No Short Covering
2025-12-15 13:21:00,26030.85,26023.52,59,26115.0,26052.73,0,SCAN,No Short Covering
2025-12-15 13:22:00,26031.35,26023.52,59,26115.0,26052.75,0,SCAN,No Short Covering
2025-12-15 13:23:00,26031.75,26023.52,59,26119.0,26052.82,13,SCAN,No Short Covering
2025-12-15 13:24:00,26034.95,26023.52,59,26117.0,26052.94,0,SCAN,No Short Covering
2025-12-15 13:25:00,26032.05,26023.83,56,26117.0,26053.02,0,SCAN,No Short Covering
2025-12-15 13:26:00,26027.55,26023.83,56,26110.0,26053.08,11,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:27:00,26026.2,26023.83,56,26110.0,26053.12,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:28:00,26027.55,26023.83,56,26110.0,26053.17,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:29:00,26025.7,26023.83,56,26105.0,26053.22,15,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:30:00,26025.2,26024.94,54,26104.6,26053.27,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 54)
2025-12-15 13:31:00,26025.85,26024.94,54,26108.0,26053.32,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 54)
2025-12-15 13:32:00,26027.1,26024.94,54,26108.0,26053.37,22,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 54)
2025-12-15 13:33:00,26029.25,26024.94,54,26111.4,26053.57,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 54)
2025-12-15 13:34:00,26031.6,26024.94,54,26114.2,26053.61,0,SCAN,No Short Covering
2025-12-15 13:35:00,26032.6,26025.71,56,26114.3,26053.71,30,SCAN,No Short Covering
2025-12-15 13:36:00,26030.0,26025.71,56,26112.7,26053.73,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:37:00,26030.35,26025.71,56,26114.0,26053.75,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:38:00,26029.5,26025.71,56,26112.5,26053.77,-4,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:39:00,26030.35,26025.71,56,26115.9,26053.79,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:40:00,26033.85,26025.67,49,26110.2,26054.15,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 13:41:00,26030.6,26025.67,49,26108.0,26054.27,25,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 13:42:00,26030.4,26025.67,49,26114.2,26055.0,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 13:43:00,26027.85,26025.67,49,26110.0,26055.03,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 13:44:00,26025.45,26025.67,49,26105.0,26055.09,178,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 13:45:00,26025.15,26026.71,56,26104.7,26055.12,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:46:00,26028.8,26026.71,56,26112.0,26055.18,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:47:00,26030.25,26026.71,56,26117.9,26055.3,23,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:48:00,26031.05,26026.71,56,26111.7,26055.38,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-15 13:49:00,26032.9,26026.71,56,26115.0,26055.5,0,SCAN,No Short Covering
2025-12-15 13:50:00,26029.9,26027.6,65,26113.0,26055.65,67,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 65)
2025-12-15 13:51:00,26021.6,26027.6,65,26103.7,26055.72,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 65)
2025-12-15 13:52:00,26026.65,26027.6,65,26113.1,26055.83,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 65)
2025-12-15 13:53:00,26029.85,26027.6,65,26112.0,26055.89,-18,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 65)
2025-12-15 13:54:00,26032.95,26027.6,65,26120.5,26056.14,0,SCAN,No Short Covering
2025-12-15 13:55:00,26028.9,26026.83,55,26114.7,26056.18,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 55)
2025-12-15 13:56:00,26027.75,26026.83,55,26110.0,26056.23,-72,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 55)
2025-12-15 13:57:00,26023.45,26026.83,55,26107.3,26056.3,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 55)
2025-12-15 13:58:00,26020.75,26026.83,55,26103.6,26056.35,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 55)
2025-12-15 13:59:00,26022.2,26026.83,55,26105.0,26056.43,46,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 55)
2025-12-15 14:00:00,26025.95,26027.59,59,26109.1,26056.5,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 59)
2025-12-15 14:01:00,26029.0,26027.59,59,26108.4,26056.52,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 59)
2025-12-15 14:02:00,26037.0,26027.59,59,26122.3,26056.71,1,SCAN,No Short Covering
2025-12-15 14:03:00,26037.4,26027.59,59,26124.8,26056.89,0,SCAN,No Short Covering
2025-12-15 14:04:00,26032.15,26027.59,59,26119.2,26057.14,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 59)
2025-12-15 14:05:00,26030.35,26024.49,45,26115.0,26057.28,8,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 45)
2025-12-15 14:06:00,26034.7,26024.49,45,26119.0,26057.36,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 45)
2025-12-15 14:07:00,26029.65,26024.49,45,26112.0,26057.45,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 45)
2025-12-15 14:08:00,26011.7,26024.49,45,26101.0,26057.5,-15,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 45)
2025-12-15 14:09:00,26005.9,26024.49,45,26094.0,26057.65,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 45)
2025-12-15 14:10:00,26000.9,26022.4,43,26093.8,26057.74,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-15 14:11:00,25993.3,26022.4,43,26086.5,26057.94,-11,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-15 14:12:00,26007.4,26022.4,43,26096.0,26058.03,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-15 14:13:00,26008.95,26022.4,43,26095.7,26058.22,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-15 14:14:00,26009.85,26022.4,43,26099.0,26058.28,-127,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-15 14:15:00,26009.55,26021.22,42,26099.3,26058.31,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-15 14:16:00,26010.2,26021.22,42,26096.6,26058.33,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-15 14:17:00,26013.25,26021.22,42,26103.1,26058.39,17,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-15 14:18:00,26016.95,26021.22,42,26105.0,26058.42,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-15 14:19:00,26014.15,26021.22,42,26102.1,26058.48,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-15 14:20:00,26015.05,26020.15,35,26103.3,26058.58,-6,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 35)
