timestamp,open,high,low,close,volume,open_interest
2025-12-16 09:55:00,25941.25,25942.85,25902.6,25906.1,,
2025-12-16 10:00:00,25906.05,25906.1,25879.55,25891.1,,
2025-12-16 10:05:00,25891.05,25900.05,25887.1,25890.85,,
2025-12-16 10:10:00,25890.85,25893.9,25882.15,25892.85,,
2025-12-16 10:15:00,25892.45,25914.7,25888.15,25912.45,,
2025-12-16 10:20:00,25912.75,25917.9,25906.75,25912.45,,
2025-12-16 10:25:00,25912.55,25922.7,25906.75,25910.45,,
2025-12-16 10:30:00,25909.95,25919.35,25908.3,25913.25,,
2025-12-16 10:35:00,25913.6,25915.45,25899.65,25904.85,,
2025-12-16 10:40:00,25905.1,25908.0,25898.15,25905.3,,
2025-12-16 10:45:00,25904.85,25907.7,25898.7,25901.7,,
2025-12-16 10:50:00,25901.85,25906.4,25897.4,25905.05,,
2025-12-16 10:55:00,25904.7,25911.5,25890.85,25900.15,,
2025-12-16 11:00:00,25899.75,25903.4,25891.3,25900.1,,
2025-12-16 11:05:00,25898.45,25910.35,25896.6,25903.75,,
2025-12-16 11:10:00,25903.05,25906.3,25893.75,25898.8,,
2025-12-16 11:15:00,25898.25,25903.95,25892.6,25902.45,,
2025-12-16 11:20:00,25903.05,25911.2,25896.95,25898.4,,
2025-12-16 11:25:00,25898.65,25907.1,25893.35,25905.45,,
2025-12-16 11:30:00,25905.7,25907.65,25888.15,25890.3,,
2025-12-16 11:35:00,25889.75,25890.1,25877.65,25885.35,,
2025-12-16 11:40:00,25884.95,25886.15,25872.7,25875.1,,
2025-12-16 11:45:00,25875.65,25881.1,25871.35,25878.25,,
2025-12-16 11:50:00,25878.35,25891.0,25876.45,25890.8,,
2025-12-16 11:55:00,25890.2,25890.2,25873.0,25876.05,,
2025-12-16 12:00:00,25876.3,25878.45,25870.5,25876.1,,
2025-12-16 12:05:00,25876.45,25886.0,25875.35,25883.45,,
2025-12-16 12:10:00,25883.65,25890.65,25878.25,25887.5,,
2025-12-16 12:15:00,25887.05,25893.9,25882.2,25893.5,,
2025-12-16 12:20:00,25893.0,25897.2,25888.8,25893.45,,
2025-12-16 12:25:00,25893.45,25908.5,25891.15,25906.15,,
2025-12-16 12:30:00,25905.6,25914.45,25895.15,25906.1,,
2025-12-16 12:35:00,25905.9,25907.55,25883.15,25889.85,,
2025-12-16 12:40:00,25889.55,25897.25,25880.25,25894.35,,
2025-12-16 12:45:00,25893.7,25894.0,25876.15,25879.5,,
2025-12-16 12:50:00,25879.55,25900.85,25877.7,25883.1,,
2025-12-16 12:55:00,25883.3,25901.0,25876.75,25898.75,,
2025-12-16 13:00:00,25898.9,25899.2,25884.4,25885.05,,
2025-12-16 13:05:00,25884.85,25886.2,25875.85,25883.1,,
2025-12-16 13:10:00,25883.0,25893.25,25881.2,25886.85,,
2025-12-16 13:15:00,25887.65,25896.7,25876.3,25883.8,,
2025-12-16 13:20:00,25884.45,25888.95,25883.4,25887.25,,
2025-12-16 13:25:00,25887.4,25889.75,25882.6,25885.3,,
2025-12-16 13:30:00,25885.6,25897.1,25884.7,25895.85,,
2025-12-16 13:35:00,25896.05,25909.5,25894.4,25908.05,,
2025-12-16 13:40:00,25908.3,25916.25,25899.8,25905.15,,
2025-12-16 13:45:00,25904.95,25929.15,25903.25,25923.7,,
2025-12-16 13:50:00,25923.05,25928.4,25915.65,25919.0,,
2025-12-16 13:55:00,25918.45,25919.9,25894.45,25897.25,,
2025-12-16 14:00:00,25897.2,25899.4,25890.0,25896.55,,
2025-12-16 14:05:00,25895.95,25909.75,25879.8,25886.95,,
2025-12-16 14:10:00,25887.35,25888.95,25875.9,25883.25,,
2025-12-16 14:15:00,25883.8,25884.55,25859.6,25860.4,,
2025-12-16 14:20:00,25860.8,25871.45,25848.7,25871.35,,
2025-12-16 14:25:00,25869.4,25873.85,25851.15,25868.75,,
2025-12-16 14:30:00,25868.95,25870.35,25848.55,25850.65,,
2025-12-16 14:35:00,25849.75,25863.15,25848.55,25861.55,,
2025-12-16 14:40:00,25861.75,25872.2,25860.15,25865.9,,
2025-12-16 14:45:00,25866.45,25879.25,25859.0,25869.65,,
2025-12-16 14:50:00,25870.05,25891.7,25867.05,25890.2,,
2025-12-16 14:55:00,25889.4,25902.05,25878.55,25883.8,,
2025-12-16 15:00:00,25885.0,25896.85,25870.3,25874.6,,
2025-12-16 15:05:00,25875.75,25880.8,25860.4,25862.75,,
2025-12-16 15:10:00,25863.0,25866.05,25854.75,25856.05,,
2025-12-16 15:15:00,25858.75,25858.75,25841.05,25841.05,,
2025-12-16 15:20:00,25842.75,25854.35,25834.85,25849.1,,
2025-12-16 15:25:00,25853.05,25857.85,25840.6,25851.35,,
2025-12-16 15:30:00,25852.1,25860.1,25852.1,25860.1,,
2025-12-16 15:35:00,25860.1,25860.1,25860.1,25860.1,,
2025-12-16 15:40:00,25860.1,25860.1,25860.1,25860.1,,
2025-12-16 15:45:00,25860.1,25860.1,25860.1,25860.1,,
2025-12-16 15:50:00,25860.1,25860.1,25860.1,25860.1,,
2025-12-16 15:55:00,25860.1,25860.1,25860.1,25860.1,,
2025-12-17 09:15:00,25902.4,25902.4,25857.2,25872.6,,
2025-12-17 09:20:00,25873.45,25922.4,25867.8,25919.7,,
2025-12-17 09:25:00,25921.9,25924.0,25903.3,25903.5,,
2025-12-17 09:30:00,25903.9,25923.1,25894.8,25921.95,,
2025-12-17 09:35:00,25921.7,25928.65,25911.85,25914.7,,
2025-12-17 09:40:00,25914.8,25917.75,25878.1,25880.2,,
2025-12-17 09:45:00,25880.1,25890.0,25860.6,25862.9,,
2025-12-17 09:50:00,25863.25,25865.7,25851.8,25865.25,,
2025-12-17 09:55:00,25864.65,25878.45,25859.65,25868.25,,
2025-12-17 10:00:00,25868.35,25871.05,25844.9,25845.65,,
2025-12-17 10:05:00,25846.0,25846.2,25823.95,25838.4,,
2025-12-17 10:10:00,25837.75,25843.25,25829.3,25840.15,,
2025-12-17 10:15:00,25840.0,25851.75,25830.1,25848.75,,
2025-12-17 10:20:00,25848.25,25849.25,25826.4,25826.4,,
2025-12-17 10:25:00,25825.1,25830.8,25810.0,25813.65,,
2025-12-17 10:30:00,25812.55,25829.9,25811.05,25821.85,,
2025-12-17 10:35:00,25821.3,25821.9,25811.55,25815.35,,
2025-12-17 10:40:00,25815.3,25825.0,25811.45,25819.6,,
2025-12-17 10:45:00,25818.95,25834.9,25815.0,25829.25,,
2025-12-17 10:50:00,25829.75,25831.25,25817.55,25818.35,,
2025-12-17 10:55:00,25818.45,25821.7,25801.8,25819.95,,
2025-12-17 11:00:00,25819.85,25830.25,25813.05,25822.25,,
2025-12-17 11:05:00,25822.3,25836.7,25820.4,25831.55,,
2025-12-17 11:10:00,25831.75,25843.6,25828.15,25842.05,,
2025-12-17 11:15:00,25843.25,25850.75,25838.1,25839.7,,
2025-12-17 11:20:00,25840.5,25840.5,25825.3,25828.25,,
2025-12-17 11:25:00,25829.05,25830.9,25812.8,25815.15,,
2025-12-17 11:30:00,25816.1,25822.75,25806.7,25813.6,,
2025-12-17 11:35:00,25814.35,25822.1,25812.35,25821.35,,
2025-12-17 11:40:00,25822.05,25834.4,25821.35,25827.95,,
2025-12-17 11:45:00,25828.3,25846.85,25824.45,25845.55,,
2025-12-17 11:50:00,25845.25,25851.3,25822.85,25829.7,,
2025-12-17 11:55:00,25829.3,25833.4,25816.25,25817.4,,
2025-12-17 12:00:00,25817.05,25818.1,25796.6,25797.6,,
2025-12-17 12:05:00,25797.8,25808.5,25789.35,25791.2,,
2025-12-17 12:10:00,25789.95,25808.55,25789.95,25796.25,,
2025-12-17 12:15:00,25796.6,25809.15,25794.55,25808.3,,
2025-12-17 12:20:00,25808.15,25808.75,25803.9,25805.15,,
